Date,Open,High,Low,Close,Adj Close,Volume
2018-08-08,1.294666,1.296176,1.285545,1.294666,1.294666,0
2018-08-09,1.287996,1.291139,1.284357,1.288162,1.288162,0
2018-08-10,1.283005,1.283862,1.272605,1.282841,1.282841,0
2018-08-13,1.275885,1.279263,1.273301,1.275885,1.275885,0
2018-08-14,1.275885,1.281805,1.273512,1.276275,1.276275,0
2018-08-15,1.271941,1.273253,1.266336,1.271779,1.271779,0
2018-08-16,1.269680,1.275445,1.268939,1.269390,1.269390,0
2018-08-17,1.271278,1.274860,1.270002,1.271456,1.271456,0
2018-08-20,1.274600,1.277678,1.273042,1.274714,1.274714,0
2018-08-21,1.280279,1.287714,1.280016,1.280426,1.280426,0
2018-08-22,1.290722,1.293661,1.287167,1.290556,1.290556,0
2018-08-23,1.290572,1.290922,1.281756,1.290473,1.290473,0
2018-08-24,1.281049,1.288012,1.280082,1.281066,1.281066,0
2018-08-27,1.285694,1.289324,1.283005,1.286091,1.286091,0
2018-08-28,1.289474,1.293159,1.286289,1.289674,1.289674,0
2018-08-29,1.287167,1.301406,1.284621,1.286769,1.286769,0
2018-08-30,1.303611,1.304291,1.299005,1.303594,1.303594,0
2018-08-31,1.301168,1.302864,1.296176,1.301101,1.301101,0
2018-09-03,1.292207,1.293494,1.285628,1.292307,1.292307,0
2018-09-04,1.286786,1.287001,1.281394,1.286902,1.286902,0
2018-09-05,1.285942,1.297926,1.279329,1.285843,1.285843,0
2018-09-06,1.291406,1.295991,1.289724,1.291489,1.291489,0
2018-09-07,1.292825,1.302423,1.291856,1.292541,1.292541,0
2018-09-10,1.292808,1.305210,1.289823,1.293025,1.293025,0
2018-09-11,1.302796,1.308044,1.297673,1.302643,1.302643,0
2018-09-12,1.301744,1.304444,1.298415,1.301558,1.301558,0
2018-09-13,1.304512,1.312009,1.302762,1.304546,1.304546,0
2018-09-14,1.311063,1.314337,1.307360,1.311131,1.311131,0
2018-09-17,1.307104,1.315668,1.307019,1.307326,1.307326,0
2018-09-18,1.314665,1.317107,1.312078,1.314631,1.314631,0
2018-09-19,1.316656,1.321178,1.312043,1.316846,1.316846,0
2018-09-20,1.314060,1.329610,1.314009,1.314112,1.314112,0
2018-09-21,1.327140,1.327845,1.305841,1.327087,1.327087,0
2018-09-24,1.308096,1.316656,1.306455,1.308044,1.308044,0
2018-09-25,1.311716,1.317575,1.309723,1.311733,1.311733,0
2018-09-26,1.318044,1.319609,1.314112,1.317992,1.317992,0
2018-09-27,1.316968,1.318044,1.309706,1.317280,1.317280,0
2018-09-28,1.307771,1.309072,1.300255,1.307873,1.307873,0
2018-10-01,1.303951,1.309758,1.301406,1.303900,1.303900,0
2018-10-02,1.304393,1.304972,1.294415,1.304359,1.304359,0
2018-10-03,1.297976,1.302016,1.296462,1.298196,1.298196,0
2018-10-04,1.294163,1.303696,1.292457,1.294063,1.294063,0
2018-10-05,1.302202,1.310753,1.300559,1.302423,1.302423,0
2018-10-08,1.312612,1.313267,1.303017,1.312715,1.312715,0
2018-10-09,1.309312,1.314717,1.303543,1.309312,1.309312,0
2018-10-10,1.315582,1.321004,1.313784,1.315703,1.315703,0
2018-10-11,1.320481,1.324574,1.318496,1.320673,1.320673,0
2018-10-12,1.323154,1.325732,1.315236,1.323416,1.323416,0
2018-10-15,1.310255,1.317905,1.310255,1.310393,1.310393,0
2018-10-16,1.315478,1.323697,1.314268,1.315478,1.315478,0
2018-10-17,1.318809,1.319261,1.310187,1.318722,1.318722,0
2018-10-18,1.310170,1.313198,1.305807,1.310444,1.310444,0
2018-10-19,1.302016,1.305807,1.301338,1.302423,1.302423,0
2018-10-22,1.306848,1.308986,1.296126,1.306540,1.306540,0
2018-10-23,1.296512,1.304087,1.293996,1.296596,1.296596,0
2018-10-24,1.298128,1.299207,1.289075,1.298128,1.298128,0
2018-10-25,1.288560,1.291890,1.281214,1.288826,1.288826,0
2018-10-26,1.282265,1.283368,1.277874,1.282462,1.282462,0
2018-10-29,1.283104,1.285182,1.280066,1.283104,1.283104,0
2018-10-30,1.280180,1.281558,1.273058,1.280246,1.280246,0
2018-10-31,1.270648,1.282923,1.270245,1.270890,1.270890,0
2018-11-01,1.276552,1.297404,1.276487,1.276944,1.276944,0
2018-11-02,1.299934,1.303951,1.296244,1.300373,1.300373,0
2018-11-05,1.300559,1.303526,1.296714,1.300559,1.300559,0
2018-11-06,1.305995,1.309569,1.302372,1.305807,1.305807,0
2018-11-07,1.311493,1.317436,1.307566,1.311252,1.311252,0
2018-11-08,1.312732,1.315028,1.308935,1.312853,1.312853,0
2018-11-09,1.306643,1.307019,1.297438,1.306677,1.306677,0
2018-11-12,1.293845,1.294834,1.282824,1.293845,1.293845,0
2018-11-13,1.285545,1.304019,1.285314,1.285793,1.285793,0
2018-11-14,1.301761,1.302983,1.289341,1.301406,1.301406,0
2018-11-15,1.298533,1.302847,1.274486,1.298617,1.298617,0
2018-11-16,1.276617,1.287714,1.276617,1.276650,1.276650,0
2018-11-19,1.285512,1.288112,1.280492,1.283318,1.283318,0
2018-11-20,1.285694,1.288112,1.280426,1.285975,1.285975,0
2018-11-21,1.278772,1.282051,1.277514,1.278920,1.278920,0
2018-11-22,1.277661,1.292123,1.277384,1.277727,1.277727,0
2018-11-23,1.287581,1.288494,1.280082,1.287598,1.287598,0
2018-11-26,1.281903,1.286273,1.279836,1.281230,1.281230,0
2018-11-27,1.281230,1.282051,1.272734,1.281230,1.281230,0
2018-11-28,1.274210,1.280607,1.273383,1.274372,1.274372,0
2018-11-29,1.282298,1.285182,1.275673,1.282413,1.282413,0
2018-11-30,1.278413,1.280688,1.273691,1.278445,1.278445,0
2018-12-03,1.275022,1.282429,1.270002,1.275348,1.275348,0
2018-12-04,1.272912,1.283401,1.271715,1.272588,1.272588,0
2018-12-05,1.271973,1.279263,1.267331,1.272054,1.272054,0
2018-12-06,1.272718,1.280016,1.270035,1.272767,1.272767,0
2018-12-07,1.278086,1.278854,1.273383,1.277857,1.277857,0
2018-12-10,1.272038,1.275673,1.251345,1.272103,1.272103,0
2018-12-11,1.255966,1.263472,1.250375,1.256124,1.256124,0
2018-12-12,1.249438,1.267074,1.248128,1.249297,1.249297,0
2018-12-13,1.262483,1.268665,1.261098,1.262866,1.262866,0
2018-12-14,1.265390,1.265390,1.253494,1.265502,1.265502,0
2018-12-17,1.258622,1.264478,1.257609,1.258558,1.258558,0
2018-12-18,1.261543,1.270503,1.261177,1.261575,1.261575,0
2018-12-19,1.265454,1.267909,1.260843,1.265502,1.265502,0
2018-12-20,1.262515,1.270535,1.261511,1.262786,1.262786,0
2018-12-21,1.266994,1.269728,1.263360,1.266978,1.266978,0
2018-12-24,1.265006,1.273658,1.263695,1.264894,1.264894,0
2018-12-25,1.271294,1.277792,1.266785,1.271084,1.271084,0
2018-12-26,1.268939,1.271973,1.266512,1.268875,1.268875,0
2018-12-27,1.264846,1.267122,1.261877,1.264878,1.264878,0
2018-12-28,1.264606,1.270002,1.263647,1.264622,1.264622,0
2018-12-31,1.268923,1.281394,1.268183,1.269358,1.269358,0
2019-01-01,1.275022,1.275673,1.271456,1.273804,1.273804,0
2019-01-02,1.275234,1.277335,1.258463,1.275429,1.275429,0
2019-01-03,1.251878,1.263823,1.251878,1.252191,1.252191,0
2019-01-04,1.262897,1.273966,1.261782,1.262881,1.262881,0
2019-01-07,1.273285,1.278772,1.272426,1.273496,1.273496,0
2019-01-08,1.278691,1.279230,1.271488,1.278609,1.278609,0
2019-01-09,1.273885,1.280295,1.271779,1.273788,1.273788,0
2019-01-10,1.279951,1.280115,1.273058,1.279967,1.279967,0
2019-01-11,1.275836,1.283746,1.271666,1.275396,1.275396,0
2019-01-14,1.284984,1.292775,1.282101,1.284984,1.284984,0
2019-01-15,1.287614,1.291656,1.275624,1.287498,1.287498,0
2019-01-16,1.287283,1.289574,1.282726,1.287217,1.287217,0
2019-01-17,1.288477,1.293996,1.283615,1.288577,1.288577,0
2019-01-18,1.298297,1.299376,1.289208,1.298398,1.298398,0
2019-01-21,1.285347,1.291072,1.283170,1.285347,1.285347,0
2019-01-22,1.289275,1.296714,1.285595,1.289175,1.289175,0
2019-01-23,1.295673,1.308027,1.294582,1.295773,1.295773,0
2019-01-24,1.308318,1.309586,1.301372,1.308216,1.308216,0
2019-01-25,1.311217,1.317662,1.306353,1.312164,1.312164,0
2019-01-28,1.320777,1.321004,1.313871,1.320847,1.320847,0
2019-01-29,1.315997,1.319662,1.313146,1.316015,1.316015,0
2019-01-30,1.308062,1.311992,1.305807,1.308044,1.308044,0
2019-01-31,1.311682,1.316067,1.310118,1.311716,1.311716,0
2019-02-01,1.310925,1.311475,1.304580,1.310942,1.310942,0
2019-02-04,1.307856,1.309878,1.304223,1.307737,1.307737,0
2019-02-05,1.303084,1.305142,1.292992,1.303101,1.303101,0
2019-02-06,1.295840,1.297858,1.292992,1.295723,1.295723,0
2019-02-07,1.293444,1.299478,1.285628,1.293444,1.293444,0
2019-02-08,1.294901,1.297690,1.292457,1.294917,1.294917,0
2019-02-11,1.293728,1.293996,1.286008,1.293678,1.293678,0
2019-02-12,1.286471,1.289657,1.283433,1.286405,1.286405,0
2019-02-13,1.289092,1.295706,1.286091,1.289208,1.289208,0
2019-02-14,1.285678,1.287847,1.277400,1.285678,1.285678,0
2019-02-15,1.279918,1.285975,1.278658,1.279836,1.279836,0
2019-02-18,1.290323,1.293728,1.289391,1.290556,1.290556,0
2019-02-19,1.292274,1.304665,1.289657,1.292407,1.292407,0
2019-02-20,1.306165,1.308541,1.301372,1.306131,1.306131,0
2019-02-21,1.304393,1.309243,1.302762,1.304512,1.304512,0
2019-02-22,1.304087,1.308062,1.297219,1.304138,1.304138,0
2019-02-25,1.306438,1.309586,1.305705,1.306558,1.306558,0
2019-02-26,1.312663,1.328021,1.312336,1.312715,1.312715,0
2019-02-27,1.326102,1.334882,1.323452,1.325803,1.325803,0
2019-02-28,1.331611,1.332090,1.326506,1.331824,1.331824,0
2019-03-01,1.326489,1.328639,1.321475,1.326489,1.326489,0
2019-03-04,1.323784,1.325486,1.316898,1.323977,1.323977,0
2019-03-05,1.317870,1.319731,1.309946,1.317853,1.317853,0
2019-03-06,1.315616,1.317089,1.312594,1.315668,1.315668,0
2019-03-07,1.318009,1.318739,1.308935,1.318218,1.318218,0
2019-03-08,1.309243,1.310805,1.300593,1.309243,1.309243,0
2019-03-11,1.298415,1.309758,1.296227,1.298836,1.298836,0
2019-03-12,1.324591,1.324591,1.301067,1.324854,1.324854,0
2019-03-13,1.306472,1.323049,1.306472,1.306677,1.306677,0
2019-03-14,1.328427,1.333156,1.321109,1.328568,1.328568,0
2019-03-15,1.325732,1.329610,1.320725,1.325855,1.325855,0
2019-03-18,1.329752,1.329964,1.313198,1.329716,1.329716,0
2019-03-19,1.326436,1.330867,1.324275,1.326436,1.326436,0
2019-03-20,1.326911,1.326964,1.314994,1.327140,1.327140,0
2019-03-21,1.320655,1.322926,1.306797,1.320533,1.320533,0
2019-03-22,1.313025,1.322209,1.308404,1.313232,1.313232,0
2019-03-25,1.320655,1.324574,1.316292,1.320655,1.320655,0
2019-03-26,1.320812,1.326154,1.316482,1.321528,1.321528,0
2019-03-27,1.321039,1.324609,1.316794,1.321144,1.321144,0
2019-03-28,1.315288,1.319958,1.307634,1.315270,1.315270,0
2019-03-29,1.305415,1.312836,1.298044,1.305653,1.305653,0
2019-04-01,1.302185,1.314786,1.301152,1.302287,1.302287,0
2019-04-02,1.306933,1.308387,1.301677,1.306899,1.306899,0
2019-04-03,1.312543,1.319609,1.312388,1.312767,1.312767,0
2019-04-04,1.317836,1.319087,1.306848,1.317697,1.317697,0
2019-04-05,1.307343,1.311940,1.300576,1.307702,1.307702,0
2019-04-08,1.303713,1.307190,1.303526,1.303815,1.303815,0
2019-04-09,1.306182,1.311665,1.303407,1.306336,1.306336,0
2019-04-10,1.305313,1.310393,1.304938,1.305722,1.305722,0
2019-04-11,1.309758,1.310960,1.306438,1.309929,1.309929,0
2019-04-12,1.305466,1.313025,1.305142,1.305602,1.305602,0
2019-04-15,1.308472,1.311992,1.308062,1.308387,1.308387,0
2019-04-16,1.309912,1.310444,1.304512,1.310273,1.310273,0
2019-04-17,1.304461,1.306797,1.303186,1.304631,1.304631,0
2019-04-18,1.303934,1.305244,1.299765,1.303934,1.303934,0
2019-04-19,1.299376,1.300999,1.298870,1.299444,1.299444,0
2019-04-22,1.299376,1.300052,1.297690,1.299376,1.299376,0
2019-04-23,1.298196,1.301880,1.292942,1.298145,1.298145,0
2019-04-24,1.293879,1.296344,1.291673,1.293812,1.293812,0
2019-04-25,1.290389,1.291673,1.286703,1.290489,1.290489,0
2019-04-26,1.289773,1.294331,1.288826,1.289607,1.289607,0
2019-04-29,1.292107,1.294666,1.290589,1.292023,1.292023,0
2019-04-30,1.293176,1.304614,1.292791,1.293243,1.293243,0
2019-05-01,1.304070,1.309243,1.303526,1.303985,1.303985,0
2019-05-02,1.305483,1.308010,1.301897,1.305313,1.305313,0
2019-05-03,1.303169,1.317697,1.299157,1.303322,1.303322,0
2019-05-06,1.315045,1.315045,1.308267,1.315063,1.315063,0
2019-05-07,1.309741,1.312956,1.304206,1.309929,1.309929,0
2019-05-08,1.306831,1.308216,1.299106,1.306882,1.306882,0
2019-05-09,1.301406,1.302609,1.296832,1.301202,1.301202,0
2019-05-10,1.300982,1.304631,1.299309,1.300965,1.300965,0
2019-05-13,1.300898,1.304087,1.295085,1.301067,1.301067,0
2019-05-14,1.296395,1.297185,1.290922,1.296311,1.296311,0
2019-05-15,1.290606,1.292257,1.282907,1.290656,1.290656,0
2019-05-16,1.284588,1.285512,1.279034,1.284752,1.284752,0
2019-05-17,1.279787,1.279918,1.272135,1.279771,1.279771,0
2019-05-20,1.273026,1.275754,1.271682,1.273156,1.273156,0
2019-05-21,1.272783,1.279427,1.268617,1.272912,1.272912,0
2019-05-22,null,null,null,null,null,null
2019-05-23,1.266336,1.268343,1.260589,1.266416,1.266416,0
2019-05-24,1.266464,1.271715,1.264942,1.266464,1.266464,0
2019-05-27,1.272281,1.274860,1.266833,1.272475,1.272475,0
2019-05-28,1.268086,1.270002,1.265583,1.268231,1.268231,0
2019-05-29,1.265983,1.266961,1.261257,1.265967,1.265967,0
2019-05-30,1.262945,1.264063,1.258400,1.262945,1.262945,0
2019-05-31,1.260700,1.263647,1.256013,1.260970,1.260970,0
2019-06-03,1.264047,1.265823,1.261304,1.263951,1.263951,0
2019-06-04,1.266304,1.270584,1.264462,1.266416,1.266416,0
2019-06-05,1.270374,1.274405,1.269325,1.270277,1.270277,0
2019-06-06,1.268681,1.274194,1.266961,1.268858,1.268858,0
2019-06-07,1.269841,1.276178,1.268939,1.269841,1.269841,0
2019-06-10,1.272265,1.272912,1.265615,1.272297,1.272297,0
2019-06-11,1.269213,1.272767,1.267299,1.269116,1.269116,0
2019-06-12,1.272313,1.275868,1.268842,1.272443,1.272443,0
2019-06-13,1.269358,1.270567,1.266496,1.269342,1.269342,0
2019-06-14,1.267990,1.268392,1.259018,1.268006,1.268006,0
2019-06-17,1.259446,1.260557,1.255524,1.259604,1.259604,0
2019-06-18,1.254060,1.256092,1.250719,1.254154,1.254154,0
2019-06-19,1.256644,1.263855,1.254548,1.256660,1.256660,0
2019-06-20,1.265374,1.272572,1.265374,1.265663,1.265663,0
2019-06-21,1.270551,1.272443,1.264494,1.270793,1.270793,0
2019-06-24,1.275055,1.276666,1.271100,1.275087,1.275087,0
2019-06-25,1.273950,1.278396,1.271246,1.273966,1.273966,0
2019-06-26,1.269084,1.270696,1.266416,1.269068,1.269068,0
2019-06-27,1.269567,1.272426,1.266689,1.269841,1.269841,0
2019-06-28,1.267395,1.273415,1.266608,1.267748,1.267748,0
2019-07-01,1.269374,1.270810,1.263296,1.269454,1.269454,0
2019-07-02,1.264414,1.264862,1.258637,1.264462,1.264462,0
2019-07-03,1.259763,1.260239,1.255887,1.259827,1.259827,0
2019-07-04,1.258384,1.259287,1.257055,1.258273,1.258273,0
2019-07-05,1.258336,1.258701,1.248299,1.258305,1.258305,0
2019-07-08,1.252615,1.254076,1.250125,1.252552,1.252552,0
2019-07-09,1.251878,1.252035,1.244122,1.251643,1.251643,0
2019-07-10,1.245733,1.252113,1.244524,1.245858,1.245858,0
2019-07-11,1.250625,1.257229,1.250625,1.250813,1.250813,0
2019-07-12,1.252270,1.256266,1.252270,1.252348,1.252348,0
2019-07-15,1.257229,1.257640,1.251189,1.257197,1.257197,0
2019-07-16,1.252035,1.252035,1.239741,1.251799,1.251799,0
2019-07-17,1.240880,1.243936,1.238344,1.241203,1.241203,0
2019-07-18,1.243503,1.249547,1.242915,1.243472,1.243472,0
2019-07-19,1.254390,1.255493,1.249641,1.254186,1.254186,0
2019-07-22,1.251032,1.251564,1.245764,1.251283,1.251283,0
2019-07-23,1.247303,1.248175,1.242035,1.247489,1.247489,0
2019-07-24,1.243781,1.252129,1.242946,1.243905,1.243905,0
2019-07-25,1.248564,1.251799,1.246525,1.248595,1.248595,0
2019-07-26,1.245377,1.245951,1.237777,1.245345,1.245345,0
2019-07-29,1.237777,1.238390,1.221598,1.237670,1.237670,0
2019-07-30,1.221747,1.222016,1.212106,1.221747,1.221747,0
2019-07-31,1.215791,1.224680,1.214727,1.216160,1.216160,0
2019-08-01,1.215466,1.215466,1.208196,1.215377,1.215377,0
2019-08-02,1.212724,1.214491,1.209175,1.212430,1.212430,0
2019-08-05,1.214919,1.218814,1.210317,1.215214,1.215214,0
2019-08-06,1.215613,1.220971,1.214285,1.215820,1.215820,0
2019-08-07,1.217226,1.219141,1.212224,1.216974,1.216974,0
2019-08-08,1.214167,1.218324,1.209775,1.214329,1.214329,0
2019-08-09,1.214477,1.214772,1.205734,1.214373,1.214373,0
2019-08-12,1.202198,1.210068,1.201923,1.202198,1.202198,0
2019-08-13,1.208021,1.209760,1.204355,1.207875,1.207875,0
2019-08-14,1.206418,1.209995,1.204674,1.206418,1.206418,0
2019-08-15,1.206040,1.214255,1.205110,1.206040,1.206040,0
2019-08-16,1.209219,1.217730,1.208313,1.209161,1.209161,0
2019-08-19,1.215983,1.217271,1.210580,1.216101,1.216101,0
2019-08-20,1.212974,1.216723,1.206695,1.213151,1.213151,0
2019-08-21,1.216530,1.217582,1.211475,1.216234,1.216234,0
2019-08-22,1.213151,1.226979,1.210962,1.213224,1.213224,0
2019-08-23,1.225145,1.227792,1.219646,1.225190,1.225190,0
2019-08-26,1.226196,1.228381,1.220942,1.226242,1.226242,0
2019-08-27,1.222165,1.230527,1.221001,1.222195,1.222195,0
2019-08-28,1.228215,1.228954,1.216367,1.228320,1.228320,0
2019-08-29,1.221747,1.223107,1.218457,1.221852,1.221852,0
2019-08-30,1.218531,1.222374,1.216219,1.218650,1.218650,0
2019-09-02,1.215939,1.217582,1.203905,1.215924,1.215924,0
2019-09-03,1.206535,1.210243,1.195943,1.206666,1.206666,0
2019-09-04,1.209190,1.222046,1.208678,1.209044,1.209044,0
2019-09-05,1.224545,1.235330,1.221300,1.224890,1.224890,0
2019-09-06,1.232590,1.234416,1.228894,1.232392,1.232392,0
2019-09-09,1.228697,1.238114,1.223691,1.228305,1.228305,0
2019-09-10,1.234644,1.237517,1.230845,1.234537,1.234537,0
2019-09-11,1.235315,1.237118,1.232286,1.235483,1.235483,0
2019-09-12,1.233517,1.235926,1.228637,1.233471,1.233471,0
2019-09-13,1.233046,1.247038,1.232863,1.232939,1.232939,0
2019-09-16,1.249844,1.249844,1.240202,1.249734,1.249734,0
2019-09-17,1.242730,1.249531,1.239465,1.242854,1.242854,0
